insul_thick,wwr,wall_thick,u_win_n,u_win_s,u_win_e,u_win_w,u_wall,u_roof,u_ground,shgc_n,shgc_s,shgc_e,shgc_w,window_type_id,roof_insul_thick,floor_num,public_area,room_area,room_count,building_length,building_width,aspect_ratio,floor_height,orientation_deg,equip_power,dhw_per_person,occupancy_density,light_power,cool_set,heat_set,dhw_temp,cop_cooling,cop_heating,boiler_eff,fan_eff,fresh_air_ach,operation_hours,sample_id,gross_floor_area_m2,footprint_area_m2,building_height_m,building_volume_m3,guestroom_total_area_m2,usable_area_m2,usable_area_ratio,geometry_feasible,estimated_people,daily_operation_hours,schedule_on_fraction,wall_R_m2K_W,roof_R_m2K_W,floor_R_m2K_W,glass_vt,gross_floor_area_sql_m2,ideal_heating_supply_kwh,ideal_cooling_supply_kwh,ideal_heating_zone_kwh,ideal_cooling_zone_kwh,ideal_cooling_load_kwh,ideal_heating_load_kwh,cooling_electricity_kwh,heating_electricity_kwh,lighting_electricity_kwh,equipment_electricity_kwh,fan_electricity_kwh,electricity_kwh,dhw_thermal_kwh,natural_gas_kwh,site_energy_kwh,eui_kwh_m2
0.05421896395445715,0.5241896198395252,0.26160075603943433,1.1676106761728446,1.7600236060198884,1.3978133187183195,1.364393428908726,0.7150230255785852,0.27570246559687234,0.23686383684394058,0.5120972521249838,0.40141026744780384,0.2029271621557521,0.264202636393712,1,0.11905579023341586,12,124.68896314112214,24.384160229276567,231,45.01662945229725,18.0,2.486576138354501,2.905091008342658,22.01749012848296,3.5762465527562997,0.19814253451254504,0.13439395302054447,6.877447234329569,25.18505608214868,19.253253398589784,53.426694797945416,3.615322335156411,2.262818948028434,0.861296373912164,0.6946742290172789,0.9221533742144599,2775.0198297021257,sample_0051,9723.591961696206,810.2993301413505,34.8610921001119,28247.919576716595,5632.741012962887,5757.429976104009,0.592109376738971,True,369.6,7.6027940539784264,0.31678308558243445,1.2285563600428335,3.487098502130132,4.051834845387805,0.55,810.3,427274.6321764893,336269.93351160013,385107.90378466574,342985.63643420144,336269.93351160013,427274.6321764893,93012.43494711847,188824.0473453558,185575.2626204887,96498.43475506698,17342.962319630264,581253.1419876602,1194351.8735883215,1386690.934461223,1967944.0764488832,202.38859098583467
0.05903614051886417,0.41092925534319114,0.2794688820483956,1.719112706335896,1.6261751641808568,1.3804893999811203,0.976290535067439,0.5024520436166098,0.24359748314601185,0.1801008803385554,0.37149459812841856,0.21497593796909117,0.5652435816022232,0.20004472883308216,2,0.10640410429449601,9,102.57860251443581,24.899779870597722,171,40.674612658101644,17.91344472320083,2.2706192631627906,3.2365895686597534,60.74742671110565,2.6997134815165684,0.16468682160981404,0.1694618623528875,5.131640532884943,25.945015102157736,21.176579129698364,49.55274508481697,4.159468778572708,3.503303054141628,0.9315677346909154,0.6498972325858502,0.6907788817414818,2468.28902102039,sample_0052,6557.601829396576,728.6224254885085,29.12930611793778,21224.265676449075,4257.862357872211,4360.440960386647,0.6649444528393835,True,273.6,6.762435674028466,0.2817681530845194,1.8202396909406113,3.9651327258607263,5.382443708882434,0.65,728.62,310039.5955214949,194335.61258549514,272815.65793876577,202181.61542894942,194335.61258549514,310039.5955214949,46721.25767275984,88499.22222828084,83061.02411470734,43697.715214861855,9280.509053875754,271259.72828448564,660765.0821203392,709304.3881984323,980564.1164829179,149.5309019964008
0.058482376271998614,0.4997610050529945,0.2205413292682712,1.6171870853751091,1.129468426331995,1.2453573079686195,1.064668896669035,0.6909283532610555,0.34199226674235084,0.384300916618899,0.2649516973847942,0.2907163384176177,0.367017785466051,0.5181466115385371,2,0.11168314031682644,8,95.56775064432922,23.988209877752848,129,41.15503615819969,16.41468950158674,2.507207715029968,2.9278369982021935,47.80870770614037,2.7686165207880893,0.17384132917386907,0.1268379682459874,4.633282615170202,25.566911490701177,19.245626610221375,45.12792918051601,4.719384730986616,2.576731246606489,0.8999366920787062,0.6082953505467632,0.9985701074343336,2669.227946128519,sample_0053,5404.377119707385,675.5471399634231,23.422695985617548,15823.135283316686,3094.4790742301175,3190.046824874447,0.5902709515295944,True,206.4,7.312953277064436,0.3047063865443515,1.2773280699513674,2.7840427262449685,2.432127543171263,0.65,675.55,271557.32161095866,184976.73511019224,231486.21416229985,190781.59691391457,184976.73511019224,271557.32161095866,39195.095474134345,105388.29843764071,66837.48526668308,39938.71759762525,11555.560564930343,262915.1573410137,458798.0848370054,509811.5110489129,772726.6683899267,142.98163345635754
0.1122187008231893,0.3054411930749111,0.21274214393404325,1.172094650294965,1.365826377566242,1.509779443858601,1.4037026868195823,0.5493858638557056,0.3419614696501318,0.3651937929387856,0.29801252536229644,0.2585421231003841,0.23848577804826301,0.6478978566593394,1,0.1073447675292835,6,115.5173056596285,26.58971335089731,100,46.59156884821848,16.19486071159192,2.8769354474823774,3.2844529595694687,41.365217652931804,3.6256150937629177,0.1714913479420333,0.18508680608435557,4.877951035170592,24.893457983714548,19.173877912647445,47.52812771012024,3.728854712983429,4.1782073051000275,0.8259969362314578,0.6819957590056279,1.1226112920175053,2862.788711240297,sample_0070,4527.263806988662,754.5439678314435,19.70671775741681,14869.58500961565,2658.971335089731,2774.4886407493595,0.6128400638960839,True,160.0,7.843256743124101,0.32680236429683757,1.6502142897922227,2.784306065894271,2.5682721703805673,0.55,754.54,265523.4412166158,148549.06170519904,205034.70745896833,152323.3521695993,148549.06170519904,265523.4412166158,39837.71778180814,63549.60915714044,63221.170817941886,46990.145967071534,11678.434413603394,225277.07813756538,378800.7678873069,458598.27230782947,683875.3504453949,151.0571019496827
0.09806067098235731,0.5006188250932856,0.28830617637890427,1.6377531569556316,1.3178150291013477,1.5442414757405705,1.889092341150518,0.5639773305380831,0.36305101669231177,0.27057189156672456,0.4321800524469425,0.44597378069116533,0.4731579099161618,0.21876988614151127,1,0.13383876562818547,8,122.23396917701928,23.788313771715867,133,38.22305166549453,15.189650826827483,2.5163877762078757,3.249302929766696,8.170317351718682,3.699516547621058,0.17011413209246418,0.20527995348488015,4.526840255947685,24.857355154173774,21.951847561433517,50.31751799314882,4.26181842363884,3.092927644064591,0.8875033509028416,0.566095698945598,1.1927431878602763,2689.0194520660793,sample_0081,4644.758466677189,580.5948083346486,25.99442343813357,15092.227293832859,3163.8457316382105,3286.07970081523,0.7074812876472469,True,212.8,7.3671765810029575,0.3069656908751232,1.6031209143564578,2.6144338234080937,3.5258754074918177,0.55,580.59,356925.1104673957,231365.23986764782,301811.622043371,237980.82130034358,231365.23986764782,356925.1104673957,54287.915830562946,115400.40749169943,56539.53706151469,46206.39146236419,14251.25530314417,286685.5071492854,542614.9812461762,611394.8535452666,898080.360694552,193.35351173535383
0.09718048731306766,0.4627765102911999,0.2847017049796701,1.3553958432180977,0.9094907485470687,1.1642882802548862,1.76575481841953,0.4049933420157266,0.3821884463780074,0.25667722983578733,0.39821234311728304,0.35746803001761096,0.2674553463340265,0.6083694222119789,2,0.1034585332067674,10,145.11287181429518,22.881997165858333,207,45.0175519747233,18.0,2.3617979784034304,3.134940890960588,50.54904464007426,3.5918247496894304,0.06273924648052916,0.20592956935081108,5.072000784878622,24.5518178359265,19.75634621805105,52.35472037888565,4.475999900753595,3.514496490923408,0.8420740593720133,0.6742691328705737,0.6681421852159429,2675.104884839754,sample_0091,8103.159355450193,810.3159355450193,31.349408909605877,25402.92560937065,4736.573413332675,4881.6862851469705,0.6024423402044468,True,331.20000000000005,7.329054479013025,0.30537726995887604,2.299176394413833,2.476510283021323,3.7259435577505777,0.65,810.32,294668.06420910737,334383.8021503166,261134.58398607973,340096.3455231776,334383.8021503166,294668.06420910737,74705.94494294304,83843.60746130251,109944.75257021343,77859.27095230599,11222.998757976451,357576.57468474144,329431.1816029895,391214.024391948,748790.5990766895,92.40724095757196
0.10351413526344452,0.5045049643766228,0.2683235133523695,1.300087388445815,0.8905214450164198,0.93294781102549,1.9865409406867516,0.32653021925387116,0.33604801837463605,0.21494478683895754,0.22896021199574923,0.302811783865666,0.644257714819098,0.4281070622223003,1,0.11880212192208346,18,111.54053066303631,27.163115511602225,238,38.04771500120412,13.369393023392997,2.845882003366227,2.848534729386238,56.99116685369079,3.471374061210418,0.10901546528485849,0.20219703432478742,4.2702516948877705,25.340442848419865,19.813708275657415,49.344973332679146,3.728226214281864,3.0216828996516765,0.8307222328685956,0.5666763471587997,0.7775085434945537,2173.195272232467,sample_0097,9156.147398876581,508.6748554931434,51.27362512895228,26081.60385307941,6464.8214917613295,6576.362022424366,0.7182455388640048,True,380.8,5.953959649951964,0.24808165208133182,2.8925036858304334,2.8357652041416626,4.4823575412379135,0.55,508.67,345708.27526783914,374802.42072706664,324181.8516070321,379392.6455648485,374802.42072706664,345708.27526783914,100531.0298209095,114409.18413632699,84969.87919006607,69073.7351518879,12961.39898586499,381945.2272850555,605114.8676059366,728420.2151619244,1110365.44244698,121.26993964549074
0.10106119063417604,0.3755581479183362,0.2561147079281022,1.0901125982138502,1.2311892468252477,1.389179780802868,1.5187002770237221,0.7725376572205364,0.4174007515988847,0.21885048424354064,0.49354218461504756,0.3627522773009094,0.6239046704352424,0.31368144567051426,3,0.1191717260934731,14,87.75963358447483,28.49636601009875,227,37.655800264980016,14.998583568479384,2.5106237594406196,3.1978768035443634,88.27217898297965,2.6486404088211737,0.1466925569704211,0.1573950657705502,4.791366766225092,24.849767522937135,19.618746506341,51.05242323915954,3.000943767050558,3.4189346909933698,0.8341722820730978,0.5716241622964692,0.5860504651505192,2222.586325464188,sample_0100,7906.971339571793,564.7836671122709,44.770275249621086,25285.520233106738,6468.675084292417,6556.434717876891,0.8291967222726723,True,363.20000000000005,6.089277604011475,0.2537199001671448,1.1244352817671515,2.255779107175599,4.399329619975538,0.75,564.78,321441.58272123296,341874.32592344197,301970.09671710304,345413.00222278404,341874.32592344197,321441.58272123296,113922.26994624731,94018.05292391773,84203.12678607383,46547.011538922205,9602.929003720115,348293.3901988812,815225.8966852357,977287.2033810854,1325580.5935799666,167.64707201427066
0.10412821740407446,0.2608800478580349,0.22652658720103286,1.2587814364811192,1.8391008423170514,1.1807235122650246,1.585162453889716,0.4744410205355259,0.26086584601105606,0.18770368188335956,0.6267071839795113,0.2802714586770102,0.28470295961529146,0.4609712517965646,1,0.14056963163785124,6,107.22573038485044,26.31127828325365,110,38.37297031691624,13.925316182298781,2.7556265017302937,3.2558242945116955,35.83045840503683,3.494099221744225,0.13534135523030127,0.21502824494417588,4.789065429115297,25.59277426124243,19.19355698310566,51.796766478824935,4.66806293717385,2.208579631065092,0.8671762751112642,0.5516341009064953,1.1007750335993873,2634.879384463657,sample_0102,3206.134467102147,534.3557445170245,19.534945767070173,10438.610489462479,2894.2406111579016,3001.466341542752,0.9361635865059698,True,176.0,7.218847628667554,0.3007853178611481,1.937743548125853,3.6933879857833816,5.1575460021152235,0.55,534.36,183840.88303900417,113528.60530475146,143544.49430232908,120516.81195401182,113528.60530475146,183840.88303900417,24320.281631310703,83239.41797396117,40456.95971058422,29517.373176712663,9147.441630028616,186681.47412259737,371999.56591855705,428978.02510894014,615659.4992315376,192.025476644465
0.09414451539689143,0.39396033374059647,0.23716044955162935,0.9198691394089599,1.716356428529684,1.9718211728727155,1.9246148204844313,0.47293769247910533,0.4071746366048229,0.33546991752320376,0.4238603927969019,0.2694678251973981,0.5806514845721054,0.557897359397513,2,0.14808454029159196,13,86.3479162178949,28.568983943219067,233,41.29284554301331,18.0,2.2488963377006916,3.0493955466464064,76.40504571960315,3.847167639028873,0.10450014855243359,0.24410791513000785,5.013817109237362,24.67166767927105,19.100411338357457,54.7136891019031,4.224431324604145,3.8985094807243788,0.9218010822390867,0.6989675593075809,1.0478354097003977,2598.8347081379793,sample_0108,9662.525857065113,743.2712197742395,39.642142106403284,29464.863317890107,6656.573258770042,6742.921174987937,0.6978424973691119,True,372.8,7.120095090788984,0.29667062878287437,1.9444434370584252,2.315948652250004,2.8108932120741708,0.65,743.27,427573.33377524995,336254.6361426359,380121.7015637185,341381.8336054709,336254.6361426359,427573.33377524995,79597.60978577276,109676.10464700035,125903.50350783463,96607.40984015992,19132.331169073495,430916.95894984115,656632.8878103768,712336.8592878984,1143253.8182377396,118.31831915893993
0.09535045987417848,0.3498702707428698,0.2086715028814484,1.0799909410646789,1.7868248721204212,0.9758115899331686,1.8238337519187435,0.43053381731979956,0.44263662986247754,0.22535633443906566,0.32815818263541785,0.3640534540207928,0.22674007193191736,0.3654461925871051,1,0.13646718300725544,6,137.23240386499072,26.653129998015082,92,38.74759621205111,13.333906900705157,2.9059447092736157,3.158784639312629,46.92714218414723,3.7307686689129635,0.11278566957379374,0.15581947619601377,6.568832679042434,25.320479751465477,20.541895109378647,49.73482165360017,3.6158550646058965,3.35048865150669,0.8233373109231373,0.6685736085685777,0.720966235501868,2366.8964415588725,sample_0111,3099.9410431056313,516.6568405176052,18.952707835875774,9792.046149736836,2452.0879598173874,2589.3203636823782,0.8352805191057133,True,147.20000000000002,6.484647785092801,0.27019365771220005,2.1526979154048713,2.119189440129908,4.267416869106873,0.55,516.66,159613.6995627932,125262.9604597405,133875.84804639788,130130.25905343925,125262.9604597405,159613.6995627932,34642.693974625145,47638.93156033109,48197.09810212617,27373.54295925661,4165.500155433684,162017.7667517727,244746.44550119308,297261.45317862486,459279.2199303976,148.15740478414884
0.07873489331681806,0.47932935955762285,0.21948521906292473,1.1635832594117952,1.5197024497676561,0.8847267391294047,0.9623430118954168,0.630577533928233,0.2768039266587179,0.3143936022201387,0.30252298438678155,0.4434898062155509,0.5431521557127644,0.4929104689324413,2,0.14403082520638671,9,110.60798132571556,25.816715358967418,235,44.56219643869836,18.0,2.41458554483594,3.040582499746148,5.233466933374211,2.531548347667576,0.08742869138313669,0.18919839706388436,6.168265508963178,25.45368437260229,19.50026353096825,54.36239180534566,3.0351005721326083,3.988839525128671,0.9469964517581861,0.6963920104207414,0.9025323777406309,2273.6705053626356,sample_0113,7219.0758230691345,802.1195358965705,27.365242497715332,21950.19561196453,6066.928109357344,6177.536090683059,0.8557239516645951,True,376.0,6.229234261267495,0.2595514275528123,1.4158478080727366,3.472665514073209,3.010726302756629,0.65,802.12,308432.9076984994,294812.7140680191,266695.25203364296,307587.4681701531,294812.7140680191,308432.9076984994,97134.4135264913,77323.96998060483,101244.67502247405,41552.32769906613,10780.12219033283,328035.5084189692,549177.6957447091,579915.2623276572,907950.7707466264,125.7710533868057
0.06760543741838429,0.2779971399874576,0.26903814359756245,1.0447368630793508,1.3240554506425366,1.242130960834554,1.3126245787990611,0.7220986810855647,0.21233081604103224,0.28093732534100724,0.2411074497078932,0.28426861674210324,0.5436806385009407,0.3494634429924651,2,0.143548700472349,10,115.05117256917295,27.785925301512933,180,42.62282235454765,14.640052175684446,2.9113845936518983,2.8031274511327453,77.89125887043353,3.8300970997182464,0.14182596916466994,0.1951276774352484,4.522025689369121,24.849376370989848,20.16710554187668,49.263349107283126,4.3692959130010225,2.9558685312136714,0.8200657935604522,0.6776806600926432,1.165451162762898,2907.327097072919,sample_0117,6240.003431455069,624.0003431455069,28.031274511327453,17491.524913874233,5001.466554272328,5116.517726841501,0.8199543130136405,True,288.0,7.965279718007998,0.3318866549169999,1.2148522732331448,4.569631972623104,3.3895127802479803,0.65,624.0,332349.7310658265,171806.336600749,284178.0930214395,172903.81389463076,171806.336600749,332349.7310658265,39321.28654631335,112437.25069509928,82037.37391242984,69484.59152480736,14576.031775965334,317856.5344546152,593974.289502924,724300.7746050298,1042157.309059645,167.0122974302004
